epochs;LSTMLayers;LSTMDims;ReLULayers;ReLUDims;L2;totalAcc;f1;For;Against;Neutral
30;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
50;3;100;2;200;0;0,3833;0,1847;0;0;1
50;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
50;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
70;3;100;2;200;0;0,3833;0,1847;0;0;1
70;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
70;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;50;0;0,3833;0,1847;0;0;1
30;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;50;0;0,3833;0,1847;0;0;1
50;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;50;0;0,3833;0,1847;0;0;1
70;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;100;0;0,3833;0,1847;0;0;1
30;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;100;0;0,3833;0,1847;0;0;1
50;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;100;0;0,3833;0,1847;0;0;1
70;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;200;0;0,3833;0,1847;0;0;1
30;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;200;0;0,3833;0,1847;0;0;1
50;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;200;0;0,3833;0,1847;0;0;1
70;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;50;0;0,3833;0,1847;0;0;1
30;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;50;0;0,3833;0,1847;0;0;1
50;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;50;0;0,3833;0,1847;0;0;1
70;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;100;0;0,3833;0,1847;0;0;1
30;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;100;0;0,3833;0,1847;0;0;1
50;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;100;0;0,3833;0,1847;0;0;1
70;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;200;0;0,3833;0,1847;0;0;1
30;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;200;0;0,3833;0,1847;0;0;1
50;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;200;0;0,3833;0,1847;0;0;1
70;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;50;0;0,3833;0,1847;0;0;1
30;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;50;0;0,3833;0,1847;0;0;1
50;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;50;0;0,3833;0,1847;0;0;1
70;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;100;0;0,3833;0,1847;0;0;1
30;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;100;0;0,3833;0,1847;0;0;1
50;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;100;0;0,3833;0,1847;0;0;1
70;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;200;0;0,3833;0,1847;0;0;1
30;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;200;0;0,3833;0,1847;0;0;1
50;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;200;0;0,3833;0,1847;0;0;1
70;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;50;0;0,3833;0,1847;0;0;1
30;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;50;0;0,3833;0,1847;0;0;1
50;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;50;0;0,3833;0,1847;0;0;1
70;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;100;0;0,3833;0,1847;0;0;1
30;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;100;0;0,3833;0,1847;0;0;1
50;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;100;0;0,3833;0,1847;0;0;1
70;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;200;0;0,3833;0,1847;0;0;1
30;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;200;0;0,3833;0,1847;0;0;1
50;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;200;0;0,3833;0,1847;0;0;1
70;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;50;1;50;0;0,3833;0,1847;0;0;1
100;1;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;200;0;0,3833;0,1847;0;0;1
100;1;50;3;50;0;0,3833;0,1847;0;0;1
100;1;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;3;100;0;0,3833;0,1847;0;0;1
100;1;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;3;200;0;0,3833;0,1847;0;0;1
100;1;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;100;1;50;0;0,3833;0,1847;0;0;1
100;1;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;1;100;0;0,3833;0,1847;0;0;1
100;1;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;50;0;0,3833;0,1847;0;0;1
100;1;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;100;0;0,3833;0,1847;0;0;1
100;1;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;200;0;0,3833;0,1847;0;0;1
100;1;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;50;0;0,3833;0,1847;0;0;1
100;1;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;100;0;0,3833;0,1847;0;0;1
100;1;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;200;0;0,3833;0,1847;0;0;1
100;1;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;50;0;0,3833;0,1847;0;0;1
100;1;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;100;0;0,3833;0,1847;0;0;1
100;1;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;50;0;0,3833;0,1847;0;0;1
100;1;200;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;100;0;0,3833;0,1847;0;0;1
100;1;200;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;200;0;0,3833;0,1847;0;0;1
100;1;200;2;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;50;0;0,3833;0,1847;0;0;1
100;1;200;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;100;0;0,3833;0,1847;0;0;1
100;1;200;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;200;0;0,3833;0,1847;0;0;1
100;1;200;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;50;0;0,3833;0,1847;0;0;1
100;2;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;100;0;0,3833;0,1847;0;0;1
100;2;50;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;200;0;0,3833;0,1847;0;0;1
100;2;50;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;50;0;0,3833;0,1847;0;0;1
100;2;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;100;0;0,3833;0,1847;0;0;1
100;2;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;200;0;0,3833;0,1847;0;0;1
100;2;50;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;50;0;0,3833;0,1847;0;0;1
100;2;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;100;0;0,3833;0,1847;0;0;1
100;2;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;200;0;0,3833;0,1847;0;0;1
100;2;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;50;0;0,3833;0,1847;0;0;1
100;2;100;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;100;0;0,3833;0,1847;0;0;1
100;2;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;200;0;0,3833;0,1847;0;0;1
100;2;100;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;50;0;0,3833;0,1847;0;0;1
100;2;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;100;0;0,3833;0,1847;0;0;1
100;2;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;200;0;0,3833;0,1847;0;0;1
100;2;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;50;0;0,3833;0,1847;0;0;1
100;2;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;100;0;0,3833;0,1847;0;0;1
100;2;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;200;0;0,3833;0,1847;0;0;1
100;2;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;50;0;0,3833;0,1847;0;0;1
100;2;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;100;0;0,3833;0,1847;0;0;1
100;2;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;200;0;0,3833;0,1847;0;0;1
100;2;200;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;50;0;0,3833;0,1847;0;0;1
100;2;200;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;100;0;0,3833;0,1847;0;0;1
100;2;200;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;200;0;0,3833;0,1847;0;0;1
100;2;200;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;50;0;0,3833;0,1847;0;0;1
100;2;200;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;100;0;0,3833;0,1847;0;0;1
100;2;200;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;200;0;0,3833;0,1847;0;0;1
100;2;200;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;50;0;0,3833;0,1847;0;0;1
100;3;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;100;0;0,3833;0,1847;0;0;1
100;3;50;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;200;0;0,3833;0,1847;0;0;1
100;3;50;1;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;50;0;0,3833;0,1847;0;0;1
100;3;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;100;0;0,3833;0,1847;0;0;1
100;3;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;200;0;0,3833;0,1847;0;0;1
100;3;50;2;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;50;0;0,3833;0,1847;0;0;1
100;3;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;100;0;0,3833;0,1847;0;0;1
100;3;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;200;0;0,3833;0,1847;0;0;1
100;3;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;50;0;0,3833;0,1847;0;0;1
100;3;100;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;100;0;0,3833;0,1847;0;0;1
100;3;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;200;0;0,3833;0,1847;0;0;1
100;3;100;1;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;50;0;0,3833;0,1847;0;0;1
100;3;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;100;0;0,3833;0,1847;0;0;1
100;3;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;200;0;0,3833;0,1847;0;0;1
100;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;50;0;0,3833;0,1847;0;0;1
100;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;100;0;0,3833;0,1847;0;0;1
100;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;200;0;0,3833;0,1847;0;0;1
100;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;50;0;0,3833;0,1847;0;0;1
100;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;100;0;0,3833;0,1847;0;0;1
100;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;200;0;0,3833;0,1847;0;0;1
100;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
100;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
100;3;200;2;50;0;0,3833;0,1847;0;0;1
100;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
100;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
100;3;200;2;100;0;0,3833;0,1847;0;0;1
100;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
100;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
100;3;200;2;200;0;0,3833;0,1847;0;0;1
100;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
100;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
100;3;200;3;50;0;0,3833;0,1847;0;0;1
100;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
100;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
100;3;200;3;100;0;0,3833;0,1847;0;0;1
100;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
100;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
100;3;200;3;200;0;0,3833;0,1847;0;0;1
100;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
100;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;50;0;0,3778;0,1835;0;0;0,9855
200;1;200;1;100;0;0,7222;0,5174;0,907;0;0,7536
200;1;200;1;100;0,0001;0,7556;0,5414;0,9767;0;0,7536
200;1;200;1;100;0,0003;0,7389;0,5289;0,9535;0;0,7391
200;1;200;1;200;0;0,7278;0,5203;0,9302;0;0,7391
200;1;200;1;200;0,0001;0,7333;0,5257;0,9186;0;0,7681
200;1;200;1;200;0,0003;0,7333;0,5254;0,9302;0;0,7536
